,Disease,Symptom,Position,Age,Gen
93,http://ai.symptomchecking.org/condtion/Huntington's_disease,"http://dbpedia.org/resource/Mutation, http://dbpedia.org/resource/Coronary_catheterization, http://dbpedia.org/resource/Damages, http://dbpedia.org/resource/Hematopoietic_stem_cell_transplantation, http://dbpedia.org/resource/Stem-cell_therapy, http://dbpedia.org/resource/Gene, http://dbpedia.org/resource/Africa, http://dbpedia.org/resource/Huntingtin, http://dbpedia.org/resource/Henry_E._Huntington, http://dbpedia.org/resource/Japanese_language, http://dbpedia.org/resource/Jerky, http://dbpedia.org/resource/Academy_Awards, http://dbpedia.org/resource/Multiple_birth, http://dbpedia.org/resource/Genetic_testing, http://dbpedia.org/resource/Tetrabenazine, http://dbpedia.org/resource/Proteinuria, http://dbpedia.org/resource/Dementia, http://dbpedia.org/resource/Chorea, http://dbpedia.org/resource/Cardiovascular_disease, http://dbpedia.org/resource/Genetic_disorder, http://dbpedia.org/resource/Suicide, http://dbpedia.org/resource/Dyskinesia, http://dbpedia.org/resource/Pneumonia",http://dbpedia.org/resource/Human_brain,any,any
94,http://ai.symptomchecking.org/condtion/Idiopathic_pulmonary_fibrosis,"http://dbpedia.org/resource/Parenchyma, http://dbpedia.org/resource/Fibrosis, http://dbpedia.org/resource/United_International_Pictures, http://dbpedia.org/resource/Histopathology, http://dbpedia.org/resource/Tobacco_smoking, http://dbpedia.org/resource/Role, http://dbpedia.org/resource/Radiography, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Idiopathic_pulmonary_fibrosis, http://dbpedia.org/resource/Shortness_of_breath",http://dbpedia.org/resource/Lung,any,Male
95,http://ai.symptomchecking.org/condtion/Indigestion,"http://dbpedia.org/resource/Symptom, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Esophageal_cancer, http://dbpedia.org/resource/Indigestion, http://dbpedia.org/resource/Burping, http://dbpedia.org/resource/Gastroesophageal_reflux_disease, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Gastritis, http://dbpedia.org/resource/Peptic_ulcer","http://dbpedia.org/resource/Epigastrium, http://dbpedia.org/resource/Duodenum",any,any
96,http://ai.symptomchecking.org/condtion/Ingrown_toenail,"http://dbpedia.org/resource/Ancient_Greek, http://dbpedia.org/resource/Kryptos, http://dbpedia.org/resource/Microorganism, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Onyx, http://dbpedia.org/resource/Incarnation, http://dbpedia.org/resource/Granuloma, http://dbpedia.org/resource/Ingrown_nail, http://dbpedia.org/resource/Nail_disease","http://dbpedia.org/resource/Skin, http://dbpedia.org/resource/Nail_(anatomy)",any,any
97,http://ai.symptomchecking.org/condtion/Insomnia,"http://dbpedia.org/resource/Hypnotic, http://dbpedia.org/resource/Irritability, http://dbpedia.org/resource/Substance_dependence, http://dbpedia.org/resource/Sleep_apnea, http://dbpedia.org/resource/Nicotine, http://dbpedia.org/resource/Traffic_collision, http://dbpedia.org/resource/Alcohol_abuse, http://dbpedia.org/resource/Cognitive_behavioral_therapy, http://dbpedia.org/resource/Alternative_medicine, http://dbpedia.org/resource/Caffeine, http://dbpedia.org/resource/Sleep_study, http://dbpedia.org/resource/Food_energy, http://dbpedia.org/resource/Chronic_pain, http://dbpedia.org/resource/Dysphoria, http://dbpedia.org/resource/Menopause, http://dbpedia.org/resource/Cardiovascular_disease, http://dbpedia.org/resource/Dementia, http://dbpedia.org/resource/Insomnia, http://dbpedia.org/resource/Hyperthyroidism, http://dbpedia.org/resource/Sleep_disorder",http://dbpedia.org/resource/Sunlight,any,Female
98,http://ai.symptomchecking.org/condtion/Iron_deficiency_anaemia,"http://dbpedia.org/resource/Hemoglobin, http://dbpedia.org/resource/Polydipsia, http://dbpedia.org/resource/Developing_country, http://dbpedia.org/resource/Hookworm_infection, http://dbpedia.org/resource/Iron_deficiency, http://dbpedia.org/resource/Feces, http://dbpedia.org/resource/Helminths, http://dbpedia.org/resource/Gastrointestinal_cancer, http://dbpedia.org/resource/Magnetic_core, http://dbpedia.org/resource/Vitamin_A_deficiency, http://dbpedia.org/resource/Anemia, http://dbpedia.org/resource/Peptic_ulcer, http://dbpedia.org/resource/Gastrointestinal_bleeding, http://dbpedia.org/resource/Iron-deficiency_anemia, http://dbpedia.org/resource/Malaria, http://dbpedia.org/resource/Pregnancy","http://dbpedia.org/resource/Small_intestine, http://dbpedia.org/resource/Urinary_system, http://dbpedia.org/resource/Uterus, http://dbpedia.org/resource/Blood",young,Female
99,http://ai.symptomchecking.org/condtion/Irritable_hip,"http://dbpedia.org/resource/Synonym, http://dbpedia.org/resource/Medical_ultrasound, http://dbpedia.org/resource/Realis_mood, http://dbpedia.org/resource/Joint_stiffness, http://dbpedia.org/resource/Nonsteroidal_anti-inflammatory_drug, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Toxicity, http://dbpedia.org/resource/Upper_respiratory_tract_infection, http://dbpedia.org/resource/Orthopedic_surgery, http://dbpedia.org/resource/Osteomyelitis, http://dbpedia.org/resource/Major_trauma, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Synovitis, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Septic_arthritis","http://dbpedia.org/resource/Synovial_membrane, http://dbpedia.org/resource/Hip, http://dbpedia.org/resource/Joint_capsule, http://dbpedia.org/resource/Pleural_effusion",any,any
100,http://ai.symptomchecking.org/condtion/Itching,"http://dbpedia.org/resource/Scratch_reflex, http://dbpedia.org/resource/Withdrawal_reflex, http://dbpedia.org/resource/Myelin, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Itch","http://dbpedia.org/resource/Skin, http://dbpedia.org/resource/Nerve",any,any
101,http://ai.symptomchecking.org/condtion/Itchy_bottom,"http://dbpedia.org/resource/Pressure, http://dbpedia.org/resource/Pruritus_ani","http://dbpedia.org/resource/Skin, http://dbpedia.org/resource/Anus, http://dbpedia.org/resource/Rectum",any,any
102,http://ai.symptomchecking.org/condtion/Kaposi's_sarcoma,"http://dbpedia.org/resource/Alitretinoin, http://dbpedia.org/resource/Sarcoma, http://dbpedia.org/resource/Kaposi's_sarcoma-associated_herpesvirus, http://dbpedia.org/resource/Radiation_therapy, http://dbpedia.org/resource/Mediterranean_Sea, http://dbpedia.org/resource/Virus, http://dbpedia.org/resource/Vinblastine, http://dbpedia.org/resource/Heat_of_combustion, http://dbpedia.org/resource/HIV, http://dbpedia.org/resource/Cure, http://dbpedia.org/resource/Herpesviridae, http://dbpedia.org/resource/Endemism, http://dbpedia.org/resource/Defence_mechanisms, http://dbpedia.org/resource/Chemotherapy, http://dbpedia.org/resource/Hungarian_language, http://dbpedia.org/resource/Immunotherapy, http://dbpedia.org/resource/Dermatology, http://dbpedia.org/resource/University_of_Vienna, http://dbpedia.org/resource/Topical_medication, http://dbpedia.org/resource/Intravenous_therapy, http://dbpedia.org/resource/Iatrogenesis, http://dbpedia.org/resource/Immunosuppression, http://dbpedia.org/resource/Therapy, http://dbpedia.org/resource/Zang-fu, http://dbpedia.org/resource/Biopsy, http://dbpedia.org/resource/Imiquimod, http://dbpedia.org/resource/Cutaneous_condition, http://dbpedia.org/resource/Gel, http://dbpedia.org/resource/Moritz_Kaposi, http://dbpedia.org/resource/Cancer, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Erythema, http://dbpedia.org/resource/Neoplasm, http://dbpedia.org/resource/Kaposi's_sarcoma, http://dbpedia.org/resource/HIV/AIDS","http://dbpedia.org/resource/Lymph_node, http://dbpedia.org/resource/Oral_mucosa, http://dbpedia.org/resource/Skin, http://dbpedia.org/resource/Mouth",any,any
103,http://ai.symptomchecking.org/condtion/Kidney_cancer,"http://dbpedia.org/resource/Theory_of_Cryptography_Conference, http://dbpedia.org/resource/Transitional_cell_carcinoma, http://dbpedia.org/resource/Cell_biology, http://dbpedia.org/resource/United_States, http://dbpedia.org/resource/Carcinoma, http://dbpedia.org/resource/Cancer, http://dbpedia.org/resource/Renal_cell_carcinoma","http://dbpedia.org/resource/Lymph_node, http://dbpedia.org/resource/Kidney, http://dbpedia.org/resource/Renal_pelvis",any,any
104,http://ai.symptomchecking.org/condtion/Kidney_infection,"http://dbpedia.org/resource/Heart_rate, http://dbpedia.org/resource/Sink, http://dbpedia.org/resource/Tachypnea, http://dbpedia.org/resource/Blood_pressure, http://dbpedia.org/resource/Parenchyma, http://dbpedia.org/resource/Ancient_Greek, http://dbpedia.org/resource/Pathogenic_bacteria, http://dbpedia.org/resource/Chills, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Nephritis, http://dbpedia.org/resource/Therapy, http://dbpedia.org/resource/Ureteroscopy, http://dbpedia.org/resource/Pus, http://dbpedia.org/resource/Antibiotics, http://dbpedia.org/resource/Sepsis, http://dbpedia.org/resource/Delirium, http://dbpedia.org/resource/Kidney_failure, http://dbpedia.org/resource/Urinary_tract_infection, http://dbpedia.org/resource/Dysuria, http://dbpedia.org/resource/Abdominal_pain, http://dbpedia.org/resource/Septic_shock, http://dbpedia.org/resource/Fever, http://dbpedia.org/resource/Pyelonephritis","http://dbpedia.org/resource/Urinary_system, http://dbpedia.org/resource/Renal_calyx, http://dbpedia.org/resource/Kidney, http://dbpedia.org/resource/Renal_pelvis",any,any
105,http://ai.symptomchecking.org/condtion/Kidney_stones,"http://dbpedia.org/resource/Urination, http://dbpedia.org/resource/Ureteroscopy, http://dbpedia.org/resource/Risk, http://dbpedia.org/resource/Opioid, http://dbpedia.org/resource/Calcium, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Allopurinol, http://dbpedia.org/resource/Clinical_urine_tests, http://dbpedia.org/resource/Nonsteroidal_anti-inflammatory_drug, http://dbpedia.org/resource/Blood_test, http://dbpedia.org/resource/Heredity, http://dbpedia.org/resource/Antiandrogen, http://dbpedia.org/resource/Struvite, http://dbpedia.org/resource/Acid, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Vomiting, http://dbpedia.org/resource/Thiazide, http://dbpedia.org/resource/Soft_drink, http://dbpedia.org/resource/Medical_imaging, http://dbpedia.org/resource/Cystine, http://dbpedia.org/resource/Citric_acid, http://dbpedia.org/resource/Diuretic, http://dbpedia.org/resource/Analgesic, http://dbpedia.org/resource/Urine, http://dbpedia.org/resource/Western_world, http://dbpedia.org/resource/Obesity, http://dbpedia.org/resource/Gout, http://dbpedia.org/resource/Bladder_stone, http://dbpedia.org/resource/Kidney_stone_disease, http://dbpedia.org/resource/Hyperparathyroidism, http://dbpedia.org/resource/Hypercalciuria, http://dbpedia.org/resource/Dysuria","http://dbpedia.org/resource/Urinary_bladder, http://dbpedia.org/resource/Ureter, http://dbpedia.org/resource/Urinary_system, http://dbpedia.org/resource/Extracorporeal, http://dbpedia.org/resource/Lithotripsy, http://dbpedia.org/resource/Abdomen",any,Male
106,http://ai.symptomchecking.org/condtion/Langerhans_cell_histiocytosis,"http://dbpedia.org/resource/Lymphoma, http://dbpedia.org/resource/Histiocytosis, http://dbpedia.org/resource/Molecular_cloning, http://dbpedia.org/resource/Rare_disease, http://dbpedia.org/resource/Langerhans_cell_histiocytosis, http://dbpedia.org/resource/Leukemia, http://dbpedia.org/resource/Genetic_disorder","http://dbpedia.org/resource/Macrophage, http://dbpedia.org/resource/Bone, http://dbpedia.org/resource/White_blood_cell, http://dbpedia.org/resource/Dendritic_cell, http://dbpedia.org/resource/Bone_marrow, http://dbpedia.org/resource/Lymph_node, http://dbpedia.org/resource/Skin, http://dbpedia.org/resource/Langerhans_cell, http://dbpedia.org/resource/Histiocyte",any,any
107,http://ai.symptomchecking.org/condtion/Laryngitis,"http://dbpedia.org/resource/The_Chronic, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Dysphonia, http://dbpedia.org/resource/Laryngitis","http://dbpedia.org/resource/Vocal_folds, http://dbpedia.org/resource/Larynx",Middle age,Male
108,http://ai.symptomchecking.org/condtion/Leg_cramps,"http://dbpedia.org/resource/Electrolyte, http://dbpedia.org/resource/Magnesium, http://dbpedia.org/resource/Sodium, http://dbpedia.org/resource/Menstruation, http://dbpedia.org/resource/Muscle_fatigue, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Hypokalemia","http://dbpedia.org/resource/Smooth_muscle_tissue, http://dbpedia.org/resource/Skeletal_muscle, http://dbpedia.org/resource/Muscle",any,any
109,http://ai.symptomchecking.org/condtion/Lichen_planus,"http://dbpedia.org/resource/Prevalence, http://dbpedia.org/resource/Allotransplantation, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/LP_record, http://dbpedia.org/resource/Microscope, http://dbpedia.org/resource/Histopathology, http://dbpedia.org/resource/Dental_material, http://dbpedia.org/resource/Naked_eye, http://dbpedia.org/resource/Autoimmunity, http://dbpedia.org/resource/Lichen_planus",http://dbpedia.org/resource/Skin,any,any
110,http://ai.symptomchecking.org/condtion/Loss_of_libido,"http://dbpedia.org/resource/Sex_steroid, http://dbpedia.org/resource/Puberty, http://dbpedia.org/resource/Human_sexual_activity, http://dbpedia.org/resource/Dopamine, http://dbpedia.org/resource/Libido, http://dbpedia.org/resource/Communication, http://dbpedia.org/resource/Hypersexuality, http://dbpedia.org/resource/Infidelity, http://dbpedia.org/resource/Hypoactive_sexual_desire_disorder, http://dbpedia.org/resource/Neurotransmitter, http://dbpedia.org/resource/Sublimation_(phase_transition), http://dbpedia.org/resource/Testosterone, http://dbpedia.org/resource/Pregnancy",http://dbpedia.org/resource/Nucleus_accumbens,any,Female
111,http://ai.symptomchecking.org/condtion/Lung_cancer,"http://dbpedia.org/resource/Southern_Christian_Leadership_Conference, http://dbpedia.org/resource/CT_scan, http://dbpedia.org/resource/Tobacco_smoking, http://dbpedia.org/resource/Bronchoscopy, http://dbpedia.org/resource/Histology, http://dbpedia.org/resource/Biopsy, http://dbpedia.org/resource/Non-small-cell_lung_carcinoma, http://dbpedia.org/resource/Asbestos, http://dbpedia.org/resource/Air_pollution, http://dbpedia.org/resource/Breathing_gas, http://dbpedia.org/resource/Passive_smoking, http://dbpedia.org/resource/Carcinoma, http://dbpedia.org/resource/United_States, http://dbpedia.org/resource/Chemotherapy, http://dbpedia.org/resource/Radiation_therapy, http://dbpedia.org/resource/Small-cell_carcinoma, http://dbpedia.org/resource/Radon, http://dbpedia.org/resource/Blood_test, http://dbpedia.org/resource/Radiography, http://dbpedia.org/resource/Cell_growth, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Metastasis, http://dbpedia.org/resource/Lung_cancer, http://dbpedia.org/resource/Weight_loss, http://dbpedia.org/resource/Genetic_disorder, http://dbpedia.org/resource/Cancer, http://dbpedia.org/resource/Breast_cancer",http://dbpedia.org/resource/Lung,any,any
112,http://ai.symptomchecking.org/condtion/Lupus,"http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Hydroxychloroquine, http://dbpedia.org/resource/Anti-nuclear_antibody, http://dbpedia.org/resource/Alternative_medicine, http://dbpedia.org/resource/Neonatal_lupus_erythematosus, http://dbpedia.org/resource/Immune_system, http://dbpedia.org/resource/White_people, http://dbpedia.org/resource/Immunosuppression, http://dbpedia.org/resource/Twin, http://dbpedia.org/resource/Cure, http://dbpedia.org/resource/Chinese_people, http://dbpedia.org/resource/Methotrexate, http://dbpedia.org/resource/Fender_Wide_Range, http://dbpedia.org/resource/Nonsteroidal_anti-inflammatory_drug, http://dbpedia.org/resource/Caribbean, http://dbpedia.org/resource/Lupus_erythematosus, http://dbpedia.org/resource/In_vitro, http://dbpedia.org/resource/Tobacco_smoking, http://dbpedia.org/resource/Cutaneous_condition, http://dbpedia.org/resource/Corticosteroid, http://dbpedia.org/resource/Sex_steroid, http://dbpedia.org/resource/Fever, http://dbpedia.org/resource/Lymphadenopathy, http://dbpedia.org/resource/Genetic_disorder, http://dbpedia.org/resource/Mouth_ulcer, http://dbpedia.org/resource/Chest_pain, http://dbpedia.org/resource/Autoimmune_disease, http://dbpedia.org/resource/Hair_loss, http://dbpedia.org/resource/Cardiovascular_disease, http://dbpedia.org/resource/Vitamin_D_deficiency, http://dbpedia.org/resource/Sunburn, http://dbpedia.org/resource/Rash, http://dbpedia.org/resource/Infection",http://dbpedia.org/resource/Epithelium,young,Female
113,http://ai.symptomchecking.org/condtion/Lymphoedema,"http://dbpedia.org/resource/Water_retention_(medicine), http://dbpedia.org/resource/Parasitism, http://dbpedia.org/resource/Lymphedema, http://dbpedia.org/resource/Edema, http://dbpedia.org/resource/Congenital_disorder, http://dbpedia.org/resource/Cancer","http://dbpedia.org/resource/Epithelium, http://dbpedia.org/resource/Lymphatic_system, http://dbpedia.org/resource/Thoracic_duct",any,any
114,http://ai.symptomchecking.org/condtion/Malaria,"http://dbpedia.org/resource/Resistance_movement, http://dbpedia.org/resource/Microorganism, http://dbpedia.org/resource/Economic_development, http://dbpedia.org/resource/Vaccine, http://dbpedia.org/resource/Sub-Saharan_Africa, http://dbpedia.org/resource/United_States_dollar, http://dbpedia.org/resource/Plasmodium_vivax, http://dbpedia.org/resource/Plasmodium_falciparum, http://dbpedia.org/resource/Mosquito, http://dbpedia.org/resource/Saliva, http://dbpedia.org/resource/Southeast_Asia, http://dbpedia.org/resource/Subtropics, http://dbpedia.org/resource/Poverty, http://dbpedia.org/resource/Doxycycline, http://dbpedia.org/resource/Plasmodium_knowlesi, http://dbpedia.org/resource/Plasmodium_malariae, http://dbpedia.org/resource/DNA, http://dbpedia.org/resource/Lumefantrine, http://dbpedia.org/resource/Pyrimethamine, http://dbpedia.org/resource/Drug_resistance, http://dbpedia.org/resource/Plasmodium_ovale, http://dbpedia.org/resource/Quinine, http://dbpedia.org/resource/Insect, http://dbpedia.org/resource/Health_care, http://dbpedia.org/resource/Antimalarial_medication, http://dbpedia.org/resource/Latin_America, http://dbpedia.org/resource/Parasitism, http://dbpedia.org/resource/Plasmodium, http://dbpedia.org/resource/Artemisinin, http://dbpedia.org/resource/Mefloquine, http://dbpedia.org/resource/Protozoa, http://dbpedia.org/resource/Species, http://dbpedia.org/resource/Anopheles, http://dbpedia.org/resource/Polymerase, http://dbpedia.org/resource/Insecticide, http://dbpedia.org/resource/Vomiting, http://dbpedia.org/resource/Asia, http://dbpedia.org/resource/Africa, http://dbpedia.org/resource/Sulfadoxine, http://dbpedia.org/resource/Epileptic_seizure, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Pregnancy, http://dbpedia.org/resource/Muscle_weakness, http://dbpedia.org/resource/Malaria, http://dbpedia.org/resource/Coma","http://dbpedia.org/resource/Circulatory_system, http://dbpedia.org/resource/Skin, http://dbpedia.org/resource/Liver",young,Female
115,http://ai.symptomchecking.org/condtion/Malnutrition,"http://dbpedia.org/resource/Poverty, http://dbpedia.org/resource/Hospital, http://dbpedia.org/resource/Bariatric_surgery, http://dbpedia.org/resource/Antibiotics, http://dbpedia.org/resource/Breastfeeding, http://dbpedia.org/resource/Developing_country, http://dbpedia.org/resource/Stunted_growth, http://dbpedia.org/resource/Malnutrition, http://dbpedia.org/resource/Carbohydrate, http://dbpedia.org/resource/Sanitation, http://dbpedia.org/resource/Nutrient, http://dbpedia.org/resource/Development_aid, http://dbpedia.org/resource/Protein, http://dbpedia.org/resource/Breast_milk, http://dbpedia.org/resource/Calorie, http://dbpedia.org/resource/Micronutrient_deficiency, http://dbpedia.org/resource/Disability-adjusted_life_year, http://dbpedia.org/resource/Food_energy, http://dbpedia.org/resource/Therapeutic_food, http://dbpedia.org/resource/Nutrition, http://dbpedia.org/resource/Dieting, http://dbpedia.org/resource/Vitamin, http://dbpedia.org/resource/Iodine_deficiency, http://dbpedia.org/resource/Measles, http://dbpedia.org/resource/Kwashiorkor, http://dbpedia.org/resource/Vitamin_A_deficiency, http://dbpedia.org/resource/Dehydration, http://dbpedia.org/resource/Gastroenteritis, http://dbpedia.org/resource/Obesity, http://dbpedia.org/resource/Marasmus, http://dbpedia.org/resource/Starvation, http://dbpedia.org/resource/Malaria, http://dbpedia.org/resource/Hypothermia, http://dbpedia.org/resource/Anorexia_nervosa, http://dbpedia.org/resource/Iron-deficiency_anemia, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Pneumonia, http://dbpedia.org/resource/Pregnancy",http://dbpedia.org/resource/Abdomen,"young, old",Female
116,http://ai.symptomchecking.org/condtion/Meningitis,"http://dbpedia.org/resource/Vomiting, http://dbpedia.org/resource/Biological_membrane, http://dbpedia.org/resource/Medical_laboratory, http://dbpedia.org/resource/Corticosteroid, http://dbpedia.org/resource/Meningococcal_vaccine, http://dbpedia.org/resource/Ancient_Greek, http://dbpedia.org/resource/Microorganism, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Consciousness, http://dbpedia.org/resource/Symptom, http://dbpedia.org/resource/Pathogenic_bacteria, http://dbpedia.org/resource/Antibiotics, http://dbpedia.org/resource/Viral_disease, http://dbpedia.org/resource/Hypodermic_needle, http://dbpedia.org/resource/Sub-Saharan_Africa, http://dbpedia.org/resource/Irritability, http://dbpedia.org/resource/Medical_emergency, http://dbpedia.org/resource/Neck_stiffness, http://dbpedia.org/resource/Streptococcus_pneumoniae, http://dbpedia.org/resource/Mumps_vaccine, http://dbpedia.org/resource/Immunization, http://dbpedia.org/resource/Headache, http://dbpedia.org/resource/Meningitis, http://dbpedia.org/resource/Hearing_loss, http://dbpedia.org/resource/Somnolence, http://dbpedia.org/resource/Cognitive_deficit, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Epileptic_seizure, http://dbpedia.org/resource/Hydrocephalus, http://dbpedia.org/resource/Fever, http://dbpedia.org/resource/Rash","http://dbpedia.org/resource/Cerebrospinal_fluid, http://dbpedia.org/resource/Meninges, http://dbpedia.org/resource/Central_nervous_system, http://dbpedia.org/resource/Spinal_cord, http://dbpedia.org/resource/Lumbar_puncture, http://dbpedia.org/resource/Spinal_canal",young,any
117,http://ai.symptomchecking.org/condtion/Menopause,"http://dbpedia.org/resource/Perspiration, http://dbpedia.org/resource/Clonidine, http://dbpedia.org/resource/Menarche, http://dbpedia.org/resource/Chemotherapy, http://dbpedia.org/resource/Caffeine, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Serotonin, http://dbpedia.org/resource/Alternative_medicine, http://dbpedia.org/resource/Vaginal_bleeding, http://dbpedia.org/resource/Alcohol, http://dbpedia.org/resource/Hormone, http://dbpedia.org/resource/Tobacco_smoking, http://dbpedia.org/resource/Pharmacotherapy, http://dbpedia.org/resource/Maryland_Historical_Trust, http://dbpedia.org/resource/Vaginal_lubrication, http://dbpedia.org/resource/Menstrual_cycle, http://dbpedia.org/resource/Gabapentin, http://dbpedia.org/resource/Estrogen, http://dbpedia.org/resource/Urine, http://dbpedia.org/resource/Menopause, http://dbpedia.org/resource/Insomnia, http://dbpedia.org/resource/Cardiovascular_disease, http://dbpedia.org/resource/Dysmenorrhea, http://dbpedia.org/resource/Endometriosis","http://dbpedia.org/resource/Uterus, http://dbpedia.org/resource/Circulatory_system, http://dbpedia.org/resource/Ovary, http://dbpedia.org/resource/Human_skin",young,Female
118,http://ai.symptomchecking.org/condtion/Mesothelioma,"http://dbpedia.org/resource/Chest_radiograph, http://dbpedia.org/resource/Pemetrexed, http://dbpedia.org/resource/SV40, http://dbpedia.org/resource/United_Kingdom, http://dbpedia.org/resource/Chemotherapy, http://dbpedia.org/resource/United_States, http://dbpedia.org/resource/Australia, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Japan, http://dbpedia.org/resource/Talc, http://dbpedia.org/resource/CT_scan, http://dbpedia.org/resource/Parenchyma, http://dbpedia.org/resource/Greater_Antilles, http://dbpedia.org/resource/Asbestos, http://dbpedia.org/resource/Genetics, http://dbpedia.org/resource/Radiation_therapy, http://dbpedia.org/resource/Biopsy, http://dbpedia.org/resource/Cisplatin, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Cough, http://dbpedia.org/resource/Cancer, http://dbpedia.org/resource/Testicular_cancer, http://dbpedia.org/resource/Weight_loss, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Mesothelioma","http://dbpedia.org/resource/Pleurodesis, http://dbpedia.org/resource/Pleural_effusion, http://dbpedia.org/resource/Heart, http://dbpedia.org/resource/Mesothelium, http://dbpedia.org/resource/Abdomen, http://dbpedia.org/resource/Lung, http://dbpedia.org/resource/Thoracic_wall, http://dbpedia.org/resource/Pulmonary_pleurae",any,any
119,http://ai.symptomchecking.org/condtion/Migraine,"http://dbpedia.org/resource/Papyrus, http://dbpedia.org/resource/Ancient_Egypt, http://dbpedia.org/resource/Ibuprofen, http://dbpedia.org/resource/Paracetamol, http://dbpedia.org/resource/Caffeine, http://dbpedia.org/resource/Greek_language, http://dbpedia.org/resource/Puberty, http://dbpedia.org/resource/International_Classification_of_Headache_Disorders, http://dbpedia.org/resource/Hormone, http://dbpedia.org/resource/Topiramate, http://dbpedia.org/resource/Metoprolol, http://dbpedia.org/resource/Hemispherical_combustion_chamber, http://dbpedia.org/resource/Vision_disorder, http://dbpedia.org/resource/Common_Era, http://dbpedia.org/resource/Valproate, http://dbpedia.org/resource/Ergoline, http://dbpedia.org/resource/Analgesic, http://dbpedia.org/resource/Triptan, http://dbpedia.org/resource/Menopause, http://dbpedia.org/resource/Genetic_disorder, http://dbpedia.org/resource/Migraine, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Headache, http://dbpedia.org/resource/Pregnancy","http://dbpedia.org/resource/Central_nervous_system, http://dbpedia.org/resource/Circulatory_system","young, Middle age",Female
120,http://ai.symptomchecking.org/condtion/Miscarriage,"http://dbpedia.org/resource/Fetus, http://dbpedia.org/resource/Anxiety, http://dbpedia.org/resource/Tobacco_smoking, http://dbpedia.org/resource/Analgesic, http://dbpedia.org/resource/Alcohol_abuse, http://dbpedia.org/resource/Sympathy, http://dbpedia.org/resource/Risk, http://dbpedia.org/resource/Gonadotropin, http://dbpedia.org/resource/Prenatal_care, http://dbpedia.org/resource/Gestational_age, http://dbpedia.org/resource/Rho(D)_immune_globulin, http://dbpedia.org/resource/Fertilisation, http://dbpedia.org/resource/Radiation_therapy, http://dbpedia.org/resource/Obstetric_ultrasonography, http://dbpedia.org/resource/Vaginal_bleeding, http://dbpedia.org/resource/Chromosome_abnormality, http://dbpedia.org/resource/Diabetes_mellitus, http://dbpedia.org/resource/Misoprostol, http://dbpedia.org/resource/Rh_blood_group_system, http://dbpedia.org/resource/Human_chorionic_gonadotropin, http://dbpedia.org/resource/Stillbirth, http://dbpedia.org/resource/Pregnancy, http://dbpedia.org/resource/Obesity, http://dbpedia.org/resource/Ectopic_pregnancy, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Miscarriage, http://dbpedia.org/resource/Pain","http://dbpedia.org/resource/Vagina, http://dbpedia.org/resource/Embryo, http://dbpedia.org/resource/Cervix, http://dbpedia.org/resource/Blood",any,Female
